Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[202]    0.0    0.00    0.00   73323         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [202]
-----------------------------------------------
                0.00    0.00   68848/68848       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_check_len(unsigned long, char const*) const [282]
[203]    0.0    0.00    0.00   68848         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::size() const [203]
-----------------------------------------------
                0.00    0.00       4/64166       LinearLayer::parameters() const [151]
                0.00    0.00       4/64166       void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node>&>(std::shared_ptr<Node>*, std::shared_ptr<Node>&) [147]
                0.00    0.00    1252/64166       MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::Matrix({lambda(Matrix const&)#1}&&) [142]
                0.00    0.00    1252/64166       MLPNetwork::forward(std::shared_ptr<Node> const&) const [27]
                0.00    0.00    2504/64166       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [58]
                0.00    0.00    2504/64166       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::Matrix({lambda(Matrix const&)#1}&&) [141]
                0.00    0.00    2504/64166       MathOps::relu(std::shared_ptr<Node> const&) [64]
                0.00    0.00    5628/64166       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::push_back(std::shared_ptr<Node> const&) [101]
                0.00    0.00   10016/64166       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [42]
                0.00    0.00   10016/64166       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [57]
                0.00    0.00   11272/64166       void std::_Construct<std::shared_ptr<Node>, std::shared_ptr<Node> const&>(std::shared_ptr<Node>*, std::shared_ptr<Node> const&) [128]
                0.00    0.00   17210/64166       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_realloc_append<std::shared_ptr<Node> const&>(std::shared_ptr<Node> const&) [102]
[204]    0.0    0.00    0.00   64166         std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node> const&) [204]
                0.00    0.00   64166/64166       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2> const&) [205]
-----------------------------------------------
                0.00    0.00   64166/64166       std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node> const&) [204]
[205]    0.0    0.00    0.00   64166         std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2> const&) [205]
                0.00    0.00   64166/64166       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [206]
-----------------------------------------------
                0.00    0.00   64166/64166       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2> const&) [205]
[206]    0.0    0.00    0.00   64166         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [206]
                0.00    0.00   64166/64166       std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [207]
-----------------------------------------------
                0.00    0.00   64166/64166       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count(std::__shared_count<(__gnu_cxx::_Lock_policy)2> const&) [206]
[207]    0.0    0.00    0.00   64166         std::_Sp_counted_base<(__gnu_cxx::_Lock_policy)2>::_M_add_ref_copy() [207]
-----------------------------------------------
                0.00    0.00       4/50104       double* std::vector<double, std::allocator<double> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(unsigned long, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >) [630]
                0.00    0.00   50100/50104       std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [214]
[208]    0.0    0.00    0.00   50104         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [208]
                0.00    0.00   50100/50100       std::__new_allocator<double>::allocate(unsigned long, void const*) [219]
-----------------------------------------------
                0.00    0.00       4/50104       std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00   50100/50104       std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [217]
[209]    0.0    0.00    0.00   50104         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [209]
                0.00    0.00   50100/50100       std::__new_allocator<double>::deallocate(double*, unsigned long) [218]
-----------------------------------------------
                0.00    0.00       4/50104       std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00   50100/50104       std::vector<double, std::allocator<double> >::~vector() [220]
[210]    0.0    0.00    0.00   50104         void std::_Destroy<double*>(double*, double*) [210]
-----------------------------------------------
                0.00    0.00       4/50100       MNISTDataset::~MNISTDataset() [709]
                0.00    0.00       4/50100       MNISTDataset::load() [33]
                0.00    0.00       8/50100       LinearLayer::randomInit(double, double) [95]
                0.00    0.00     938/50100       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [62]
                0.00    0.00     938/50100       MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [48]
                0.00    0.00    1252/50100       MathOps::relu(std::shared_ptr<Node> const&) [64]
                0.00    0.00    1876/50100       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [31]
                0.00    0.00    2504/50100       DataLoader::nextBatch() [19]
                0.00    0.00    2504/50100       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::~Matrix() <cycle 1> [466]
                0.00    0.00    2504/50100       CrossEntropyLoss::forward(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [58]
                0.00    0.00    2504/50100       MathOps::add(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [42]
                0.00    0.00    2504/50100       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&) [57]
                0.00    0.00    2504/50100       MathOps::relu(std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::~Matrix() <cycle 1> [468]
                0.00    0.00    2504/50100       std::pair<Matrix, Matrix>::~pair() [493]
                0.00    0.00    7504/50100       MathOps::matmul(std::shared_ptr<Node> const&, std::shared_ptr<Node> const&)::{lambda(Matrix const&)#1}::operator()(Matrix const&) const [9]
                0.00    0.00   20048/50100       Node::~Node() <cycle 1> [346]
[211]    0.0    0.00    0.00   50100         Matrix::~Matrix() [211]
                0.00    0.00   50100/50100       std::vector<double, std::allocator<double> >::~vector() [220]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [216]
[212]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [212]
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [215]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [217]
[213]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [213]
                0.00    0.00   50100/131512      std::__new_allocator<double>::~__new_allocator() [189]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [216]
[214]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [214]
                0.00    0.00   50100/50104       std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [208]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [212]
[215]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::_Vector_impl_data::_Vector_impl_data() [215]
-----------------------------------------------
                0.00    0.00   12216/50100       std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [38]
                0.00    0.00   18788/50100       std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [118]
                0.00    0.00   19096/50100       std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
[216]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&) [216]
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [212]
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [214]
-----------------------------------------------
                0.00    0.00   50100/50100       std::vector<double, std::allocator<double> >::~vector() [220]
[217]    0.0    0.00    0.00   50100         std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [217]
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_Vector_impl::~_Vector_impl() [213]
                0.00    0.00   50100/50104       std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [209]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [209]
[218]    0.0    0.00    0.00   50100         std::__new_allocator<double>::deallocate(double*, unsigned long) [218]
-----------------------------------------------
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [208]
[219]    0.0    0.00    0.00   50100         std::__new_allocator<double>::allocate(unsigned long, void const*) [219]
-----------------------------------------------
                0.00    0.00   50100/50100       Matrix::~Matrix() [211]
[220]    0.0    0.00    0.00   50100         std::vector<double, std::allocator<double> >::~vector() [220]
                0.00    0.00   50100/100208      std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [193]
                0.00    0.00   50100/50104       void std::_Destroy<double*>(double*, double*) [210]
                0.00    0.00   50100/50100       std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [217]
-----------------------------------------------
                0.00    0.00       8/46969       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > >(__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, std::forward_iterator_tag) [144]
                0.00    0.00   12524/46969       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_range_initialize_n<std::shared_ptr<Node> const*, std::shared_ptr<Node> const*>(std::shared_ptr<Node> const*, std::shared_ptr<Node> const*, unsigned long) [129]
                0.00    0.00   17210/46969       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_realloc_append<std::shared_ptr<Node> const&>(std::shared_ptr<Node> const&) [102]
                0.00    0.00   17227/46969       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::~vector() <cycle 1> [280]
[221]    0.0    0.00    0.00   46969         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_get_Tp_allocator() [221]
-----------------------------------------------
                0.00    0.00    3764/42884       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::swap(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&) [420]
                0.00    0.00    6260/42884       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<OperationNode, void>(std::__shared_ptr<OperationNode, (__gnu_cxx::_Lock_policy)2>&&) [399]
                0.00    0.00   32860/42884       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&&) [237]
[222]    0.0    0.00    0.00   42884         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [222]
-----------------------------------------------
                0.00    0.00   41272/41272       std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_locate(Node const* const&) const [262]
[223]    0.0    0.00    0.00   41272         std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__small_size_threshold() [223]
                0.00    0.00   41272/41272       std::__detail::_Hashtable_hash_traits<std::hash<Node const*> >::__small_size_threshold() [224]
-----------------------------------------------
                0.00    0.00   41272/41272       std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::__small_size_threshold() [223]
[224]    0.0    0.00    0.00   41272         std::__detail::_Hashtable_hash_traits<std::hash<Node const*> >::__small_size_threshold() [224]
-----------------------------------------------
                0.00    0.00    6262/40686       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_S_check_init_len(unsigned long, std::allocator<std::shared_ptr<Node> > const&) [386]
                0.00    0.00   34424/40686       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::max_size() const [234]
[225]    0.0    0.00    0.00   40686         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_S_max_size(std::allocator<std::shared_ptr<Node> > const&) [225]
                0.00    0.00   40686/73323       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [202]
-----------------------------------------------
                0.00    0.00       2/40666       MLPNetwork::getParameters() const [143]
                0.00    0.00       4/40666       __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > > std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::insert<__gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, void>(__gnu_cxx::__normal_iterator<std::shared_ptr<Node> const*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >, __gnu_cxx::__normal_iterator<std::shared_ptr<Node>*, std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > > >) [145]
                0.00    0.00     938/40666       Optimizer::zeroGrad() [63]
                0.00    0.00     938/40666       SGDOptimizer::step() [17]
                0.00    0.00   10318/40666       Node::topoSort(std::shared_ptr<Node> const&)::{lambda(std::shared_ptr<Node> const&)#1}::operator()(std::shared_ptr<Node> const&) const <cycle 2> [88]
                0.00    0.00   11256/40666       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::rend() [305]
                0.00    0.00   17210/40666       void std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_realloc_append<std::shared_ptr<Node> const&>(std::shared_ptr<Node> const&) [102]
[226]    0.0    0.00    0.00   40666         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::begin() [226]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long std::uniform_int_distribution<unsigned long>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_int_distribution<unsigned long>::param_type const&) [110]
[227]    0.0    0.00    0.00   40000         std::uniform_int_distribution<unsigned long>::param_type::b() const [227]
-----------------------------------------------
                0.00    0.00   40000/40000       std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [229]
[228]    0.0    0.00    0.00   40000         std::uniform_int_distribution<unsigned long>::param_type::param_type(unsigned long, unsigned long) [228]
-----------------------------------------------
                0.00    0.00       3/40000       void std::shuffle<__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [113]
                0.00    0.00   39997/40000       std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [114]
[229]    0.0    0.00    0.00   40000         std::uniform_int_distribution<unsigned long>::uniform_int_distribution(unsigned long, unsigned long) [229]
                0.00    0.00   40000/40000       std::uniform_int_distribution<unsigned long>::param_type::param_type(unsigned long, unsigned long) [228]
-----------------------------------------------
                0.00    0.00   39997/39997       std::pair<std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type, std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [231]
[230]    0.0    0.00    0.00   39997         std::pair<unsigned long, unsigned long>::pair<unsigned long, unsigned long, true>(unsigned long&&, unsigned long&&) [230]
-----------------------------------------------
                0.00    0.00   39997/39997       std::pair<unsigned long, unsigned long> std::__gen_two_uniform_ints<unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&>(unsigned long, unsigned long, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [114]
[231]    0.0    0.00    0.00   39997         std::pair<std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type, std::__strip_reference_wrapper<std::decay<unsigned long>::type>::__type> std::make_pair<unsigned long, unsigned long>(unsigned long&&, unsigned long&&) [231]
                0.00    0.00   39997/39997       std::pair<unsigned long, unsigned long>::pair<unsigned long, unsigned long, true>(unsigned long&&, unsigned long&&) [230]
-----------------------------------------------
                0.00    0.00       4/39124       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr() [621]
                0.00    0.00    6260/39124       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr<OperationNode, void>(std::__shared_ptr<OperationNode, (__gnu_cxx::_Lock_policy)2>&&) [399]
                0.00    0.00   32860/39124       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&&) [237]
[232]    0.0    0.00    0.00   39124         std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [232]
-----------------------------------------------
                0.00    0.00   34424/34424       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::max_size() const [234]
[233]    0.0    0.00    0.00   34424         std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_get_Tp_allocator() const [233]
-----------------------------------------------
                0.00    0.00   34424/34424       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_check_len(unsigned long, char const*) const [282]
[234]    0.0    0.00    0.00   34424         std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::max_size() const [234]
                0.00    0.00   34424/40686       std::vector<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_S_max_size(std::allocator<std::shared_ptr<Node> > const&) [225]
                0.00    0.00   34424/34424       std::_Vector_base<std::shared_ptr<Node>, std::allocator<std::shared_ptr<Node> > >::_M_get_Tp_allocator() const [233]
-----------------------------------------------
                               34116             void std::_Destroy<std::shared_ptr<Node>*>(std::shared_ptr<Node>*, std::shared_ptr<Node>*) <cycle 1> [277]
[235]    0.0    0.00    0.00   34116         void std::_Destroy<std::shared_ptr<Node> >(std::shared_ptr<Node>*) <cycle 1> [235]
                               34116             std::shared_ptr<Node>::~shared_ptr() <cycle 1> [192]
-----------------------------------------------
                0.00    0.00    5628/33776       std::function<void (Matrix const&)>::operator()(Matrix const&) const [5]
                0.00    0.00   10318/33776       std::function<void (std::shared_ptr<Node> const&)>::operator()(std::shared_ptr<Node> const&) const <cycle 2> [324]
                0.00    0.00   17830/33776       std::function<void (Matrix const&)>::operator bool() const [276]
[236]    0.0    0.00    0.00   33776         std::_Function_base::_M_empty() const [236]
-----------------------------------------------
                0.00    0.00    3764/32860       std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::operator=(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&&) [421]
                0.00    0.00   29096/32860       std::shared_ptr<Node>::shared_ptr(std::shared_ptr<Node>&&) [246]
[237]    0.0    0.00    0.00   32860         std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>::__shared_ptr(std::__shared_ptr<Node, (__gnu_cxx::_Lock_policy)2>&&) [237]
                0.00    0.00   32860/39124       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count() [232]
                0.00    0.00   32860/42884       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::_M_swap(std::__shared_count<(__gnu_cxx::_Lock_policy)2>&) [222]
-----------------------------------------------
                0.00    0.00   11256/32830       std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<Node const*, false> const&, unsigned long) const [304]
                0.00    0.00   21574/32830       std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long) const [258]
[238]    0.0    0.00    0.00   32830         std::__detail::_Mod_range_hashing::operator()(unsigned long, unsigned long) const [238]
-----------------------------------------------
                0.00    0.00     938/32830       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_deallocate_buckets(std::__detail::_Hash_node_base**, unsigned long) [525]
                0.00    0.00     938/32830       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_allocate_buckets(unsigned long) [523]
                0.00    0.00   10318/32830       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_deallocate_node(std::__detail::_Hash_node<Node const*, false>*) [339]
                0.00    0.00   10318/32830       std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_deallocate_node_ptr(std::__detail::_Hash_node<Node const*, false>*) [340]
                0.00    0.00   10318/32830       std::__detail::_Hash_node<Node const*, false>* std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_allocate_node<Node const*>(Node const*&&) [122]
[239]    0.0    0.00    0.00   32830         std::__detail::_Hashtable_alloc<std::allocator<std::__detail::_Hash_node<Node const*, false> > >::_M_node_allocator() [239]
-----------------------------------------------
                0.00    0.00   31892/31892       std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(Node const* const&) const [241]
[240]    0.0    0.00    0.00   31892         std::hash<Node const*>::operator()(Node const*) const [240]
-----------------------------------------------
                0.00    0.00   11256/31892       std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_bucket_index(std::__detail::_Hash_node_value<Node const*, false> const&, unsigned long) const [304]
                0.00    0.00   20636/31892       std::_Hashtable<Node const*, Node const*, std::allocator<Node const*>, std::__detail::_Identity, std::equal_to<Node const*>, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<false, true, true> >::_M_locate(Node const* const&) const [262]
[241]    0.0    0.00    0.00   31892         std::__detail::_Hash_code_base<Node const*, Node const*, std::__detail::_Identity, std::hash<Node const*>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_hash_code(Node const* const&) const [241]
                0.00    0.00   31892/31892       std::hash<Node const*>::operator()(Node const*) const [240]
-----------------------------------------------
                0.00    0.00   31312/31312       std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [243]
[242]    0.0    0.00    0.00   31312         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [242]
                0.00    0.00   31312/73323       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [202]
-----------------------------------------------
                0.00    0.00   12216/31312       std::vector<double, std::allocator<double> >::vector(unsigned long, double const&, std::allocator<double> const&) [38]
                0.00    0.00   19096/31312       std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&) [22]
[243]    0.0    0.00    0.00   31312         std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&) [243]
                0.00    0.00   31312/31312       std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [242]
                0.00    0.00   31312/131512      std::__new_allocator<double>::~__new_allocator() [189]
-----------------------------------------------
                0.00    0.00       4/30346       MLPNetwork::getParameters() const [143]
